BFS_NR,GEO_LEVEL_LEVEL,GEBIET_NAME,JAHR,Einwohner_pro_ha_Wohnzone,Einwohner_pro_ha_Mischzone,Einwohner_pro_ha_Arbeitszone,Einwohner_pro_ha_Total,Beschaeftigte_pro_ha_Wohnzone,Beschaeftigte_pro_ha_Mischzone,Beschaeftigte_pro_ha_Arbeitszone,Beschaeftigte_pro_ha_Total,Einwohner_u_Beschaeftigte_pro_ha_Wohnzone,Einwohner_u_Beschaeftigte_pro_ha_Mischzone,Einwohner_u_Beschaeftigte_pro_ha_Arbeitszone,Einwohner_u_Beschaeftigte_pro_ha_Total,Einheit
139,3,"Rüschlikon",2018,55.6,66.9,1.4,50.6,9.8,51.4,90.7,25.1,65.4,118.3,92.1,75.7,"Anzahl"
139,3,"Rüschlikon",2019,55.8,67.9,1.3,51,9,47,102.9,25.3,64.8,114.8,104.2,76.2,"Anzahl"
139,3,"Rüschlikon",2020,55.6,70.9,1.4,51.1,9.9,38.1,108.7,25,65.6,109.1,110.2,76.1,"Anzahl"
139,3,"Rüschlikon",2021,55.3,74.6,1.3,51.3,9.8,35.3,106.9,24.4,65.1,109.9,108.3,75.7,"Anzahl"
140,3,"Schönenberg (ZH)",2012,30.4,56,,34.8,4.8,13.6,155.1,9.8,35.2,69.6,,44.6,"Anzahl"
140,3,"Schönenberg (ZH)",2013,30.4,55.8,,34.6,3.5,12.1,,8.3,34,67.8,,42.9,"Anzahl"
140,3,"Schönenberg (ZH)",2014,30,56.4,,34.7,3.3,13.5,,8.4,33.3,69.9,,43,"Anzahl"
140,3,"Schönenberg (ZH)",2015,30.1,54.6,,34.4,3.6,15.3,,9.1,33.7,69.9,,43.5,"Anzahl"
140,3,"Schönenberg (ZH)",2016,30.7,55.3,,34.9,3.8,16.3,,9.5,34.4,71.6,,44.4,"Anzahl"
140,3,"Schönenberg (ZH)",2017,30.9,53.4,,34.5,3.5,17.9,,9.3,34.4,71.3,,43.8,"Anzahl"
140,3,"Schönenberg (ZH)",2018,30.6,53.2,,34.7,3.3,18.8,152.5,10.3,33.9,72,,45,"Anzahl"
141,3,"Thalwil",2012,63.6,84.1,8.4,63.8,5.7,30.4,141.7,24.5,69.3,114.6,150.1,88.3,"Anzahl"
141,3,"Thalwil",2013,61.1,84.7,8.7,63.8,5.2,27.8,149.8,24.7,66.4,112.5,158.5,88.5,"Anzahl"
141,3,"Thalwil",2014,62,85.5,9.4,64.5,5.3,28,133,23.7,67.3,113.4,142.4,88.2,"Anzahl"
141,3,"Thalwil",2015,62.1,86.6,9,65,5,27.6,134.3,23.4,67.1,114.2,143.3,88.3,"Anzahl"
141,3,"Thalwil",2016,62.6,86.5,4.8,64.8,4.8,27.6,141.5,23,67.4,114.1,146.2,87.9,"Anzahl"
141,3,"Thalwil",2017,63.1,86.6,4.5,65.1,5.2,27.2,141.4,23.9,68.3,113.8,145.9,89.1,"Anzahl"
141,3,"Thalwil",2018,62.9,88.2,4.6,65.7,5.4,26.7,141.7,23.8,68.3,114.9,146.3,89.5,"Anzahl"
141,3,"Thalwil",2019,62.7,87.4,21.3,66.1,5.6,27.6,141.5,24.9,68.3,115,162.9,90.9,"Anzahl"
141,3,"Thalwil",2020,68.1,85.7,21.7,66.6,6.8,30.7,127.8,23.8,74.9,116.4,149.5,90.4,"Anzahl"
141,3,"Thalwil",2021,69.8,85.4,21.6,67.5,7.4,30.7,127,24.1,77.2,116.1,148.6,91.6,"Anzahl"
142,3,"Wädenswil",2012,66.9,69,3,52.4,4.4,44.8,51.3,21.2,71.3,113.9,54.3,73.6,"Anzahl"
142,3,"Wädenswil",2013,66.7,69.3,3.1,52.4,4.4,42.9,49.3,22,71.1,112.2,52.5,74.4,"Anzahl"
142,3,"Wädenswil",2014,67.7,66.8,3.7,52.8,4.1,44.2,45.4,22.2,71.8,111,49.1,75.1,"Anzahl"
142,3,"Wädenswil",2015,68,69.6,3.8,53.7,4.1,43.2,44,21.8,72.1,112.9,47.7,75.5,"Anzahl"
142,3,"Wädenswil",2016,68.5,69.9,3.4,54,4.2,42.8,42.7,21.7,72.7,112.7,46.1,75.7,"Anzahl"
142,3,"Wädenswil",2017,67.4,68.3,3.4,53.1,4.3,41.9,38.9,21.2,71.6,110.2,42.2,74.4,"Anzahl"
142,3,"Wädenswil",2018,66.9,68.1,3.3,52.3,4.2,45.6,36.8,21.2,71.1,113.8,40.1,73.5,"Anzahl"
151,3,"Erlenbach (ZH)",2012,36.7,80.1,,42.2,3.6,53.2,165.6,16.1,40.3,133.3,,58.3,"Anzahl"
151,3,"Erlenbach (ZH)",2013,36.9,80.2,,42.3,3.2,46.5,369.4,15.7,40.1,126.7,,58,"Anzahl"
151,3,"Erlenbach (ZH)",2014,37.8,78.1,,43.1,3.5,43.9,385.3,16.4,41.3,122,,59.5,"Anzahl"
151,3,"Erlenbach (ZH)",2015,37.9,78.6,,42.8,3.6,40.7,376.5,15.9,41.5,119.2,,58.7,"Anzahl"
151,3,"Erlenbach (ZH)",2016,38.3,78.4,,43,3.7,45.2,334,15.7,42,123.6,,58.7,"Anzahl"
151,3,"Erlenbach (ZH)",2017,38.8,79.1,,43.6,2.9,43.8,261.6,14.9,41.7,122.9,,58.5,"Anzahl"
151,3,"Erlenbach (ZH)",2018,38.9,79.5,,44.2,3,42.8,302.2,14.9,41.9,122.4,,59.1,"Anzahl"
151,3,"Erlenbach (ZH)",2019,38.6,79.2,,43.9,3.1,43.4,305.8,15.2,41.7,122.6,,59.1,"Anzahl"
151,3,"Erlenbach (ZH)",2020,38.7,77.7,,43.8,3,40.6,281,14.5,41.7,118.3,,58.3,"Anzahl"
151,3,"Erlenbach (ZH)",2021,39.1,79.5,,44.2,3.2,42.2,226.2,14.6,42.3,121.7,,58.8,"Anzahl"
152,3,"Herrliberg",2012,39.6,51.7,4.9,40.1,4.3,22.9,4,8.1,43.9,74.6,8.9,48.2,"Anzahl"
152,3,"Herrliberg",2013,37.6,43,0,37.5,3.7,19.5,0,7.3,41.3,62.5,0,44.7,"Anzahl"
152,3,"Herrliberg",2014,37.8,44.6,0,37.9,3.6,21.4,0,7.7,41.4,66.1,0,45.6,"Anzahl"
152,3,"Herrliberg",2015,38,45.2,0,38.1,4,21.5,0,8.1,42,66.7,0,46.1,"Anzahl"
152,3,"Herrliberg",2016,38.1,44.1,0,38,4.1,20.2,0,7.9,42.3,64.2,0,46,"Anzahl"
152,3,"Herrliberg",2017,38.2,43.3,0,37.8,4,20.3,0,8,42.3,63.6,0,45.8,"Anzahl"
152,3,"Herrliberg",2018,38.6,43.1,0,38,4,21.4,0,8,42.6,64.5,0,46,"Anzahl"
152,3,"Herrliberg",2019,39.4,43.6,0,38.7,3.6,22.7,0,7.5,43,66.3,0,46.2,"Anzahl"
152,3,"Herrliberg",2020,40,49.1,0,39.3,4.7,26.8,0,7.5,44.7,76,0,46.8,"Anzahl"
152,3,"Herrliberg",2021,40,52.6,0,40,4.5,31.6,0,8.2,44.5,84.2,0,48.2,"Anzahl"
153,3,"Hombrechtikon",2012,58.3,35.9,4.3,43.9,5.6,21.9,64.2,15.9,63.8,57.8,68.5,59.7,"Anzahl"
153,3,"Hombrechtikon",2013,58.3,35.4,4.2,43.7,5.7,22.2,62.8,16.4,64,57.6,67.1,60.1,"Anzahl"
153,3,"Hombrechtikon",2014,59.6,36.5,4,44.8,5.4,21.8,65.2,16.2,65,58.3,69.2,61,"Anzahl"
153,3,"Hombrechtikon",2015,58.2,38.3,3.6,44.6,5.2,21.7,65.1,16.4,63.5,60,68.7,61.1,"Anzahl"
153,3,"Hombrechtikon",2016,58.6,39.8,3.6,45.4,5.3,20.1,54.7,15.1,63.9,59.9,58.4,60.5,"Anzahl"
153,3,"Hombrechtikon",2017,57.8,40.6,3.9,45.3,5.1,20.1,65.8,15.4,62.9,60.6,69.7,60.6,"Anzahl"
153,3,"Hombrechtikon",2018,58.4,41.5,4.4,45.9,5.3,20.8,60.9,15.4,63.7,62.3,65.3,61.3,"Anzahl"
153,3,"Hombrechtikon",2019,58.8,41.5,3.8,46,5.4,18,57,14.4,64.2,59.5,60.8,60.4,"Anzahl"
153,3,"Hombrechtikon",2020,57,46.5,4,47.2,6.4,21.5,56.5,15,63.3,68,60.6,62.2,"Anzahl"
153,3,"Hombrechtikon",2021,56.7,46.9,3.6,47.1,6.6,21.8,58.1,14.7,63.2,68.7,61.7,61.8,"Anzahl"
154,3,"Küsnacht (ZH)",2012,35.3,48.1,2.4,35.7,3.9,35.6,289.8,15.3,39.2,83.6,292.1,51,"Anzahl"
154,3,"Küsnacht (ZH)",2013,35.2,49.1,1.6,35.9,4,37.4,235.3,16.5,39.3,86.5,236.9,52.3,"Anzahl"
154,3,"Küsnacht (ZH)",2014,35.3,50.3,1.6,36.2,4.1,38.2,240.7,16.5,39.4,88.6,242.3,52.7,"Anzahl"
154,3,"Küsnacht (ZH)",2015,34.9,50.7,1.6,36,4.3,37.7,230.4,16.8,39.3,88.4,232,52.9,"Anzahl"
154,3,"Küsnacht (ZH)",2016,36.2,51.3,1.9,37,4.9,37.7,267,17.3,41.1,89,268.9,54.3,"Anzahl"
154,3,"Küsnacht (ZH)",2017,36.4,51.7,1.9,37.3,3.6,36.8,268.3,17,40,88.5,270.2,54.2,"Anzahl"
154,3,"Küsnacht (ZH)",2018,36.7,52.1,0.3,37.5,3.6,38.4,258.8,16.8,40.3,90.5,259.1,54.3,"Anzahl"
154,3,"Küsnacht (ZH)",2019,37.2,53,0,37.9,3.7,37.3,299.2,16.9,40.8,90.3,299.2,54.9,"Anzahl"
154,3,"Küsnacht (ZH)",2020,40.9,48.4,0.6,38.6,7.5,40.2,288.9,16.9,48.4,88.6,289.5,55.6,"Anzahl"
154,3,"Küsnacht (ZH)",2021,40.8,48.5,0.9,38.6,7.5,40.5,289.8,16.4,48.3,89,290.7,55,"Anzahl"
155,3,"Männedorf",2012,60,53.2,22.1,50.7,5.5,39.2,168.7,22.4,65.5,92.4,190.8,73.1,"Anzahl"
155,3,"Männedorf",2013,59.9,54.1,20.2,50.7,5.6,40.6,166.8,22.9,65.6,94.7,187,73.6,"Anzahl"
155,3,"Männedorf",2014,60.2,54.9,20.2,51,5.8,41.3,170.5,23.1,66,96.2,190.7,74.2,"Anzahl"
155,3,"Männedorf",2015,60,54.5,20.8,50.9,5.7,39.5,171.7,23.5,65.7,94,192.5,74.4,"Anzahl"
155,3,"Männedorf",2016,60.2,56.4,20.4,51.5,5.3,41.7,186.2,24.1,65.5,98.1,206.6,75.6,"Anzahl"
155,3,"Männedorf",2017,60.8,58.5,26.5,52.7,5.5,43,182.4,24.1,66.4,101.6,208.9,76.8,"Anzahl"
155,3,"Männedorf",2018,62.4,60.1,26.2,54.1,5.4,42.1,196.3,24,67.8,102.2,222.5,78.1,"Anzahl"
155,3,"Männedorf",2019,63.4,61.8,30.2,54.8,5.5,32,224.2,25.5,68.9,93.8,254.4,80.3,"Anzahl"
155,3,"Männedorf",2020,62.9,61.8,17.8,53.8,5.6,31.4,172.5,25.4,68.4,93.2,190.3,79.2,"Anzahl"
155,3,"Männedorf",2021,62.6,62.6,20.9,54.3,5.7,33,225.7,25.9,68.3,95.6,246.6,80.2,"Anzahl"
156,3,"Meilen",2012,48.1,48.5,6.8,42.8,4.1,36.2,118.7,20.5,52.2,84.7,125.5,63.3,"Anzahl"
156,3,"Meilen",2013,52.1,54.7,8.4,46.9,4.1,39.3,148.1,22.2,56.2,93.9,156.5,69,"Anzahl"
156,3,"Meilen",2014,51.5,58.3,7.9,47.4,4.3,37.9,136.6,21.3,55.8,96.2,144.5,68.7,"Anzahl"
156,3,"Meilen",2015,52.4,59.8,9,48.4,4.6,39.8,142.4,22.2,57,99.7,151.4,70.6,"Anzahl"
156,3,"Meilen",2016,53,61.3,9.3,49.1,4.6,41.2,126.2,21.7,57.6,102.5,135.5,70.9,"Anzahl"
156,3,"Meilen",2017,54.3,61.7,9.3,50,4.5,40.7,123.5,21.4,58.8,102.4,132.8,71.4,"Anzahl"
156,3,"Meilen",2018,54.7,63.3,9.5,50.6,4.2,41.8,117.8,21.2,58.9,105.1,127.3,71.8,"Anzahl"
156,3,"Meilen",2019,55.3,63.8,10.6,51,4.3,35.6,124.9,20.1,59.5,99.4,135.5,71.1,"Anzahl"
156,3,"Meilen",2020,55.6,67,10.8,51.8,4.4,38.7,117.8,20.2,60,105.7,128.6,72,"Anzahl"
156,3,"Meilen",2021,51.6,60.6,5.4,48.6,4.4,35.2,125.8,19.5,56,95.8,131.2,68,"Anzahl"
157,3,"Oetwil am See",2012,71.9,33.2,3.7,47.2,4.3,15.3,74.4,23.1,76.3,48.5,78.1,70.4,"Anzahl"
157,3,"Oetwil am See",2013,72.4,34.9,3.1,48,4.3,16,68.7,22.4,76.6,50.8,71.8,70.4,"Anzahl"
157,3,"Oetwil am See",2014,72,35.7,3.3,48,4.4,15.5,66,22.7,76.4,51.2,69.3,70.7,"Anzahl"
157,3,"Oetwil am See",2015,72,36.7,3.4,48.3,3.8,15.7,62.7,22.6,75.8,52.5,66.1,70.9,"Anzahl"
157,3,"Oetwil am See",2016,72.2,37.8,3,48.8,4,15.5,65,22.4,76.2,53.2,68,71.1,"Anzahl"
157,3,"Oetwil am See",2017,72,39.2,2.7,49,4.7,16.5,68,23.6,76.7,55.8,70.7,72.6,"Anzahl"
157,3,"Oetwil am See",2018,73.5,39.3,3,49.9,4.8,17.8,69.8,24.2,78.3,57,72.8,74.1,"Anzahl"
157,3,"Oetwil am See",2019,73.7,41.9,3.3,51.8,4.7,18.2,65.8,24,78.4,60.1,69.1,75.7,"Anzahl"
157,3,"Oetwil am See",2020,71.5,41.5,3,51.4,5.2,17.3,58.6,22.9,76.7,58.8,61.6,74.3,"Anzahl"
157,3,"Oetwil am See",2021,72.3,43.5,3,52.3,4.1,16.5,64,22.2,76.4,59.9,67,74.5,"Anzahl"
158,3,"Stäfa",2012,52.9,61.1,1.9,49.2,4.3,23.1,168.7,19.8,57.2,84.3,170.6,68.9,"Anzahl"
158,3,"Stäfa",2013,52.9,61.3,1.8,49.2,4.4,23.3,181.8,20.6,57.3,84.6,183.6,69.7,"Anzahl"
158,3,"Stäfa",2014,52.9,59.8,1.8,48.9,4.2,24,188,21.2,57.1,83.8,189.8,70.1,"Anzahl"
158,3,"Stäfa",2015,53.8,59.9,1.5,49.4,4.1,23.1,185.5,20.9,57.9,82.9,187,70.4,"Anzahl"
158,3,"Stäfa",2016,54.2,60,1.5,49.7,4.1,23,183.2,20.7,58.3,82.9,184.7,70.4,"Anzahl"
158,3,"Stäfa",2017,54.7,60.7,1.5,50.1,3.9,23.3,189,20.8,58.6,84.1,190.6,71,"Anzahl"
158,3,"Stäfa",2018,54.6,61.4,1.7,50.4,4.1,24,192.1,21.5,58.7,85.3,193.8,71.9,"Anzahl"
158,3,"Stäfa",2019,55.4,62.5,1.6,51.1,4,23.3,199.6,21.5,59.4,85.8,201.3,72.7,"Anzahl"
158,3,"Stäfa",2020,56.4,63.1,1.8,51.1,4.3,28.7,203.6,21.7,60.7,91.8,205.4,72.8,"Anzahl"
158,3,"Stäfa",2021,56.2,64.7,2,51.5,4.5,28.3,216.1,22.3,60.7,93,218.1,73.8,"Anzahl"
159,3,"Uetikon am See",2012,46.8,59,1.4,43.5,4.7,23.6,16,11.7,51.4,82.5,17.4,55.2,"Anzahl"
159,3,"Uetikon am See",2013,46,57.4,1.5,42.7,4.6,22,13.5,11.3,50.5,79.4,14.9,54,"Anzahl"
159,3,"Uetikon am See",2014,46.1,58.9,0.8,43.4,5.2,24.5,14.7,12.1,51.3,83.4,15.5,55.6,"Anzahl"
159,3,"Uetikon am See",2015,45.9,58.5,1.4,43.3,5.5,23.1,15.2,12,51.5,81.6,16.6,55.4,"Anzahl"
159,3,"Uetikon am See",2016,46.6,58.1,1.3,43.6,4.6,22.7,13.1,11.5,51.2,80.8,14.4,55.1,"Anzahl"
159,3,"Uetikon am See",2017,47.1,59.8,1.4,43.9,4.6,23.8,9.6,11.5,51.7,83.6,11,55.4,"Anzahl"
159,3,"Uetikon am See",2018,46.8,59.9,1.5,43.7,4.3,22.8,2.6,10.6,51.1,82.7,4.1,54.3,"Anzahl"
159,3,"Uetikon am See",2019,47.5,58.2,1.2,43.8,4.1,21.6,2.3,10.5,51.6,79.8,3.5,54.3,"Anzahl"
159,3,"Uetikon am See",2020,50,53.7,1.2,44,6.3,19.8,4.5,11,56.3,73.5,5.7,55.1,"Anzahl"
159,3,"Uetikon am See",2021,50.2,56.3,1.3,44.6,6.4,21.5,7.4,11.9,56.6,77.8,8.7,56.5,"Anzahl"
160,3,"Zumikon",2012,32.9,53.1,9.9,33.2,2.7,23.4,89.6,10.9,35.7,76.5,99.4,44.1,"Anzahl"
160,3,"Zumikon",2013,32.9,52.9,9.1,33.1,2.6,21.3,67.7,10,35.6,74.3,76.8,43.1,"Anzahl"
160,3,"Zumikon",2014,33.3,59.6,9.5,33,3.8,25.1,92.3,10.9,37.1,84.7,101.8,43.9,"Anzahl"
160,3,"Zumikon",2015,33.3,60.5,9.3,33.1,3.7,25.7,86.8,11,37,86.2,96.1,44.1,"Anzahl"
160,3,"Zumikon",2016,32.7,58.3,8.3,32.4,3.7,24.5,89.6,10.9,36.5,82.8,97.9,43.3,"Anzahl"
160,3,"Zumikon",2017,32.3,60.3,7.7,32.2,3.8,24.8,92.7,11,36.1,85.1,100.4,43.1,"Anzahl"
160,3,"Zumikon",2018,33.6,58.3,7.7,33.1,4,24.8,97.7,11.4,37.6,83.1,105.4,44.5,"Anzahl"
160,3,"Zumikon",2019,35.5,51.2,11,34.5,4,33.6,93.2,11.6,39.5,84.9,104.2,46.1,"Anzahl"
160,3,"Zumikon",2020,32.2,59.7,8.9,34.7,3.7,19.4,76,11.3,35.9,79.1,84.9,46,"Anzahl"
160,3,"Zumikon",2021,32,59.9,9.3,34.6,3.8,18.7,73.6,11.3,35.8,78.6,83,46,"Anzahl"
161,3,"Zollikon",2012,50.2,47.7,0,44,4.9,46.8,0,21,55.1,94.6,0,65,"Anzahl"
161,3,"Zollikon",2013,50.5,49.1,0,44.3,5,52.2,0,22.2,55.4,101.3,0,66.5,"Anzahl"
161,3,"Zollikon",2014,51.5,49.5,0,45,5.2,45.7,0,21.3,56.6,95.2,0,66.4,"Anzahl"
161,3,"Zollikon",2015,52.4,50.3,0,45.7,5.6,46.7,0,22.1,58,97,0,67.8,"Anzahl"
161,3,"Zollikon",2016,52.7,49.6,0,45.8,5.7,46.4,0,22.6,58.4,96,0,68.4,"Anzahl"
161,3,"Zollikon",2017,53.5,50.6,0,46.5,5.6,40.3,0,20.7,59.1,90.8,0,67.2,"Anzahl"
161,3,"Zollikon",2018,53,51.4,0,46.7,5.6,39.9,0,20.8,58.5,91.3,0,67.5,"Anzahl"
161,3,"Zollikon",2019,53.4,52.1,0,46.9,5.7,43.4,0,21.3,59.1,95.4,0,68.3,"Anzahl"
161,3,"Zollikon",2020,54.3,50.5,0,47.8,11,52.7,0,21.9,65.3,103.2,0,69.7,"Anzahl"
161,3,"Zollikon",2021,54.6,51.1,0,47.9,11.3,59.7,0,23.1,65.9,110.8,0,71.1,"Anzahl"
171,3,"Bauma",2012,40.8,38.4,2.2,31.3,1.8,12.4,25.7,11.7,42.6,50.8,27.8,43,"Anzahl"
171,3,"Bauma",2013,,,,,1.9,13,31.2,12.9,,,,,"Anzahl"
171,3,"Bauma",2014,43,39.2,2.2,32.4,1.9,13.2,34.5,13.5,44.9,52.4,36.7,45.9,"Anzahl"
172,3,"Fehraltorf",2012,73.1,58.7,2.8,50.5,8.4,16.7,105.2,31.2,81.5,75.4,108,81.7,"Anzahl"
172,3,"Fehraltorf",2013,73.5,59.5,2.6,50.8,7.7,16.1,106.2,31,81.1,75.6,108.7,81.8,"Anzahl"
172,3,"Fehraltorf",2014,72.1,51,2.4,47.2,9.4,12.7,102.8,30.5,81.5,63.7,105.2,77.7,"Anzahl"
172,3,"Fehraltorf",2015,71.7,51.5,2.2,46.3,7.3,14.8,98.7,30.5,79.1,66.3,100.9,76.9,"Anzahl"
172,3,"Fehraltorf",2016,72.4,51.3,2.1,46.5,7.5,14.8,92,29.2,79.9,66.1,94.1,75.7,"Anzahl"
172,3,"Fehraltorf",2017,72.7,51.5,2,46.7,9,14.9,96.6,30.9,81.8,66.4,98.6,77.6,"Anzahl"
172,3,"Fehraltorf",2018,74,49.3,2.2,46.9,6.1,15.1,104.6,31.2,80.1,64.5,106.7,78.1,"Anzahl"
172,3,"Fehraltorf",2019,75,49.5,2.3,47.5,9.3,16.3,108.2,34.1,84.3,65.8,110.5,81.6,"Anzahl"
172,3,"Fehraltorf",2020,75.8,45.5,2,48.2,7.1,14.9,101.5,31.1,82.9,60.4,103.5,79.3,"Anzahl"
172,3,"Fehraltorf",2021,76.5,47.4,2.2,49,7.8,16.2,113.2,34.8,84.3,63.6,115.3,83.8,"Anzahl"
173,3,"Hittnau",2012,42.1,52.4,14.6,43.8,3.7,8.8,42.1,10.1,45.8,61.2,56.7,53.8,"Anzahl"
173,3,"Hittnau",2013,42.3,52.5,14.4,43.8,3.4,8.5,41.7,9.6,45.7,61,56.1,53.4,"Anzahl"
173,3,"Hittnau",2014,42.2,54.5,14.2,45.4,3.4,8.7,42.7,9.4,45.6,63.2,56.9,54.8,"Anzahl"
173,3,"Hittnau",2015,41.3,52.9,14.2,44.3,3.5,8.3,30.1,8.4,44.9,61.2,44.3,52.7,"Anzahl"
173,3,"Hittnau",2016,40.8,52.4,15,43.9,3.4,7.4,33.5,8,44.2,59.9,48.5,51.9,"Anzahl"
173,3,"Hittnau",2017,40.5,53,14.2,44.1,3.7,7.7,33.5,8.3,44.3,60.6,47.7,52.4,"Anzahl"
173,3,"Hittnau",2018,41.1,53.3,13.1,44.5,3.7,7.6,42.5,9.1,44.8,60.8,55.6,53.6,"Anzahl"
173,3,"Hittnau",2019,41.4,52.7,12.5,44.3,3.8,7.4,45.1,9.5,45.2,60,57.6,53.8,"Anzahl"
173,3,"Hittnau",2020,40.2,54.5,12,45,3.9,7.5,45.3,9.6,44.1,62,57.4,54.6,"Anzahl"
173,3,"Hittnau",2021,41.4,54.1,12,45.2,3.6,7.3,47,9.6,45,61.5,59.1,54.8,"Anzahl"
174,3,"Illnau-Effretikon",2012,70.7,59.3,2.6,53.3,5.7,28.2,78.5,22,76.4,87.4,81.1,75.3,"Anzahl"
174,3,"Illnau-Effretikon",2013,70.8,61,2.4,54,5.2,27.1,82.4,22.3,76,88.1,84.9,76.2,"Anzahl"
174,3,"Illnau-Effretikon",2014,70.6,61.6,2.3,54,5,26.9,83.5,22,75.6,88.5,85.8,76,"Anzahl"
174,3,"Illnau-Effretikon",2015,70.2,62.5,2.4,54.1,,,,,,,,,"Anzahl"
175,3,"Kyburg",2012,0,31.7,3.8,24.2,0,7.6,44.4,17.4,0,39.3,48.3,41.7,"Anzahl"
175,3,"Kyburg",2013,0,31.3,3.8,24,0,8.2,40.6,16.8,0,39.5,44.4,40.8,"Anzahl"
175,3,"Kyburg",2014,0,31,3.8,23.7,0,6.9,41.7,16.2,0,37.9,45.5,39.9,"Anzahl"
175,3,"Kyburg",2015,0,31.7,3.6,24.2,0,,,,0,,,,"Anzahl"
176,3,"Lindau",2012,53.9,41.7,2,34.5,2.9,9.4,41.5,15.9,56.8,51,43.5,50.4,"Anzahl"
176,3,"Lindau",2013,56.2,41.9,2.2,35,3.2,9.9,35.3,15.2,59.4,51.7,37.6,50.3,"Anzahl"
176,3,"Lindau",2014,57.4,42,2.4,36.7,3.4,10.3,45.3,16.9,60.8,52.2,47.7,53.6,"Anzahl"
176,3,"Lindau",2015,57.4,41.2,2.6,36.5,3.1,11.7,43.7,16.9,60.5,52.8,46.3,53.4,"Anzahl"
176,3,"Lindau",2016,57.3,42.4,2.5,36.1,3.8,11.4,43.4,17.2,61.1,53.8,45.9,53.3,"Anzahl"
176,3,"Lindau",2017,58.8,43.8,2.7,37.1,3.7,10.3,47.2,18,62.5,54.1,49.8,55.1,"Anzahl"
176,3,"Lindau",2018,58,44.2,2.5,36.9,3.9,9.7,50.3,18.7,61.9,53.9,52.8,55.6,"Anzahl"
176,3,"Lindau",2019,58.1,45.2,2.4,37,3.5,9.4,55.7,19.6,61.6,54.7,58.1,56.6,"Anzahl"
176,3,"Lindau",2020,52.7,56.4,1.8,37,4.3,8.3,61.4,20.6,57,64.7,63.2,57.6,"Anzahl"
176,3,"Lindau",2021,52.3,57,1.8,37,4,8.6,66.4,21.7,56.2,65.6,68.1,58.7,"Anzahl"
177,3,"Pfäffikon",2012,58.5,52.8,1.9,44.6,4.7,29.2,44.9,20.5,63.1,82,46.8,65,"Anzahl"
177,3,"Pfäffikon",2013,59.1,52.7,2.2,44.9,4.6,25.9,47.2,20.4,63.7,78.6,49.4,65.3,"Anzahl"
177,3,"Pfäffikon",2014,60.4,52.8,2.1,45.6,5,28.3,49.3,21.8,65.4,81,51.3,67.4,"Anzahl"
177,3,"Pfäffikon",2015,61,53.9,1.9,46.2,6.8,29.1,50.4,23.1,67.8,83,52.3,69.3,"Anzahl"
177,3,"Pfäffikon",2016,59.7,58.7,1.9,47.3,6.6,30.4,49.9,22.8,66.4,89.1,51.8,70.1,"Anzahl"
177,3,"Pfäffikon",2017,59.3,59,1.8,47.1,6.2,30.7,50,22.7,65.5,89.7,51.8,69.8,"Anzahl"
177,3,"Pfäffikon",2018,59.7,59.7,1.8,47.5,7.4,31.1,51,23.6,67,90.8,52.8,71.1,"Anzahl"
177,3,"Pfäffikon",2019,59.7,64.1,1.9,48.7,6.4,30.5,56,23.6,66.1,94.6,57.9,72.2,"Anzahl"
177,3,"Pfäffikon",2020,62.8,58.2,1.8,48.7,7.7,43.6,63.5,24.8,70.5,101.9,65.4,73.6,"Anzahl"
177,3,"Pfäffikon",2021,63.2,59.5,2.2,49.3,7.7,42.5,62.6,24.7,70.9,102,64.8,73.9,"Anzahl"
178,3,"Russikon",2012,31,44.6,4.5,31.9,3.4,9.7,32,9,34.4,54.3,36.4,41,"Anzahl"
178,3,"Russikon",2013,31,44.4,4.9,31.9,3.3,10.3,32.7,9.3,34.3,54.7,37.6,41.2,"Anzahl"
178,3,"Russikon",2014,31.2,44.3,4.5,31.9,3.6,11.2,36.5,10,34.9,55.5,41,41.8,"Anzahl"
178,3,"Russikon",2015,30.8,46.3,3.9,32.4,3.5,10.5,34.1,9.6,34.3,56.9,38,41.9,"Anzahl"
178,3,"Russikon",2016,31.9,46.5,3.7,32.9,2,11.1,37.6,9.4,33.9,57.5,41.3,42.2,"Anzahl"
178,3,"Russikon",2017,32.4,45.6,3.4,32.8,2.1,10.5,36.6,9,34.4,56.1,39.9,41.8,"Anzahl"
178,3,"Russikon",2018,32.7,45,3.5,32.7,1.8,10.9,33.7,8.9,34.5,55.9,37.1,41.7,"Anzahl"
178,3,"Russikon",2019,32.3,53.3,5.5,34.8,1.9,7.9,59.6,8.8,34.3,61.2,65.1,43.7,"Anzahl"
178,3,"Russikon",2020,32.4,53.4,4.5,34.8,1.7,8.3,46.9,8.3,34.1,61.7,51.4,43.2,"Anzahl"
178,3,"Russikon",2021,32.4,54.7,5.8,35.3,1.6,9,47.4,8.2,34,63.7,53.3,43.5,"Anzahl"
179,3,"Sternenberg",2012,0,22.9,0,19.4,0,11.3,0,9.5,0,34.2,0,28.9,"Anzahl"
179,3,"Sternenberg",2013,0,,0,,0,10.9,0,9.2,0,,0,,"Anzahl"
179,3,"Sternenberg",2014,0,23.4,0,19.9,0,12.2,0,10.4,0,35.6,0,30.3,"Anzahl"
180,3,"Weisslingen",2012,35.2,39.4,0,33.4,2.7,15.5,0,8.7,37.9,54.9,0,42.1,"Anzahl"
